Ind	Pop	Cont	Name	Gender
HG00581	CHS	ASN	Southern Han Chinese, China	female
HG00583	CHS	ASN	Southern Han Chinese, China	male
HG00584	CHS	ASN	Southern Han Chinese, China	female
HG00589	CHS	ASN	Southern Han Chinese, China	male
HG00590	CHS	ASN	Southern Han Chinese, China	female
HG00592	CHS	ASN	Southern Han Chinese, China	male
HG00593	CHS	ASN	Southern Han Chinese, China	female
HG00595	CHS	ASN	Southern Han Chinese, China	male
HG00596	CHS	ASN	Southern Han Chinese, China	female
HG00598	CHS	ASN	Southern Han Chinese, China	male
HG00599	CHS	ASN	Southern Han Chinese, China	female
HG00607	CHS	ASN	Southern Han Chinese, China	male
HG00608	CHS	ASN	Southern Han Chinese, China	female
HG00610	CHS	ASN	Southern Han Chinese, China	male
HG00611	CHS	ASN	Southern Han Chinese, China	female
HG00613	CHS	ASN	Southern Han Chinese, China	male
HG00614	CHS	ASN	Southern Han Chinese, China	female
HG00619	CHS	ASN	Southern Han Chinese, China	male
HG00620	CHS	ASN	Southern Han Chinese, China	female
HG00622	CHS	ASN	Southern Han Chinese, China	male
HG00623	CHS	ASN	Southern Han Chinese, China	female
HG00625	CHS	ASN	Southern Han Chinese, China	male
HG00626	CHS	ASN	Southern Han Chinese, China	female
HG00628	CHS	ASN	Southern Han Chinese, China	male
HG00629	CHS	ASN	Southern Han Chinese, China	female
HG00631	CHS	ASN	Southern Han Chinese, China	male
HG00632	CHS	ASN	Southern Han Chinese, China	female
HG00634	CHS	ASN	Southern Han Chinese, China	male
HG00637	PUR	AMR	Puerto Rican in Puerto Rico	male
HG00638	PUR	AMR	Puerto Rican in Puerto Rico	female
HG00640	PUR	AMR	Puerto Rican in Puerto Rico	male
HG00641	PUR	AMR	Puerto Rican in Puerto Rico	female
HG00650	CHS	ASN	Southern Han Chinese, China	male
HG00651	CHS	ASN	Southern Han Chinese, China	female
HG00653	CHS	ASN	Southern Han Chinese, China	male
HG00654	CHS	ASN	Southern Han Chinese, China	female
HG00656	CHS	ASN	Southern Han Chinese, China	male
HG00657	CHS	ASN	Southern Han Chinese, China	female
HG00662	CHS	ASN	Southern Han Chinese, China	male
HG00663	CHS	ASN	Southern Han Chinese, China	female
HG00671	CHS	ASN	Southern Han Chinese, China	male
HG00672	CHS	ASN	Southern Han Chinese, China	female
HG00674	CHS	ASN	Southern Han Chinese, China	male
HG00675	CHS	ASN	Southern Han Chinese, China	female
HG00683	CHS	ASN	Southern Han Chinese, China	male
HG00684	CHS	ASN	Southern Han Chinese, China	female
HG00689	CHS	ASN	Southern Han Chinese, China	male
HG00690	CHS	ASN	Southern Han Chinese, China	female
HG00692	CHS	ASN	Southern Han Chinese, China	male
HG00693	CHS	ASN	Southern Han Chinese, China	female
HG00698	CHS	ASN	Southern Han Chinese, China	male
HG00699	CHS	ASN	Southern Han Chinese, China	female
HG00701	CHS	ASN	Southern Han Chinese, China	male
HG00704	CHS	ASN	Southern Han Chinese, China	male
HG00705	CHS	ASN	Southern Han Chinese, China	female
HG00707	CHS	ASN	Southern Han Chinese, China	male
HG00708	CHS	ASN	Southern Han Chinese, China	female
HG00717	CHS	ASN	Southern Han Chinese, China	female
HG00728	CHS	ASN	Southern Han Chinese, China	male
HG00729	CHS	ASN	Southern Han Chinese, China	female
HG00731	PUR	AMR	Puerto Rican in Puerto Rico	male
HG00732	PUR	AMR	Puerto Rican in Puerto Rico	female
HG00734	PUR	AMR	Puerto Rican in Puerto Rico	female
HG00736	PUR	AMR	Puerto Rican in Puerto Rico	male
HG00737	PUR	AMR	Puerto Rican in Puerto Rico	female
HG00739	PUR	AMR	Puerto Rican in Puerto Rico	male
HG00740	PUR	AMR	Puerto Rican in Puerto Rico	female
HG00742	PUR	AMR	Puerto Rican in Puerto Rico	male
HG00743	PUR	AMR	Puerto Rican in Puerto Rico	female
HG00759	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG00766	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG00844	CDX	ASN	Chinese Dai in Xishuangbanna, China	male
HG00851	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG00864	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG00867	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG00879	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG00881	CDX	ASN	Chinese Dai in Xishuangbanna, China	male
HG00956	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG00978	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG00982	CDX	ASN	Chinese Dai in Xishuangbanna, China	male
HG01028	CDX	ASN	Chinese Dai in Xishuangbanna, China	male
HG01029	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01031	CDX	ASN	Chinese Dai in Xishuangbanna, China	male
HG01046	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01047	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01048	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01049	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01051	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01052	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01054	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01055	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01058	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01060	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01061	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01063	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01064	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01066	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01067	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01069	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01070	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01072	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01073	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01075	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01077	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01079	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01080	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01082	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01083	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01085	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01086	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01088	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01089	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01092	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01094	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01095	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01097	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01098	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01101	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01102	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01104	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01105	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01107	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01108	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01110	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01111	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01112	CLM	AMR	Colombian in Medellin, Colombia	male
HG01113	CLM	AMR	Colombian in Medellin, Colombia	female
HG01119	CLM	AMR	Colombian in Medellin, Colombia	female
HG01121	CLM	AMR	Colombian in Medellin, Colombia	male
HG01122	CLM	AMR	Colombian in Medellin, Colombia	female
HG01124	CLM	AMR	Colombian in Medellin, Colombia	male
HG01125	CLM	AMR	Colombian in Medellin, Colombia	female
HG01130	CLM	AMR	Colombian in Medellin, Colombia	male
HG01131	CLM	AMR	Colombian in Medellin, Colombia	female
HG01133	CLM	AMR	Colombian in Medellin, Colombia	male
HG01134	CLM	AMR	Colombian in Medellin, Colombia	female
HG01136	CLM	AMR	Colombian in Medellin, Colombia	male
HG01137	CLM	AMR	Colombian in Medellin, Colombia	female
HG01139	CLM	AMR	Colombian in Medellin, Colombia	male
HG01140	CLM	AMR	Colombian in Medellin, Colombia	female
HG01142	CLM	AMR	Colombian in Medellin, Colombia	male
HG01148	CLM	AMR	Colombian in Medellin, Colombia	male
HG01149	CLM	AMR	Colombian in Medellin, Colombia	female
HG01161	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01162	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01164	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01167	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01168	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01170	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01171	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01173	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01174	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01176	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01177	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01182	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01183	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01187	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01188	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01190	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01191	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01197	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01198	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01200	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01204	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01205	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01241	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01242	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01247	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01248	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01250	CLM	AMR	Colombian in Medellin, Colombia	male
HG01251	CLM	AMR	Colombian in Medellin, Colombia	female
HG01253	CLM	AMR	Colombian in Medellin, Colombia	male
HG01254	CLM	AMR	Colombian in Medellin, Colombia	female
HG01256	CLM	AMR	Colombian in Medellin, Colombia	male
HG01257	CLM	AMR	Colombian in Medellin, Colombia	female
HG01259	CLM	AMR	Colombian in Medellin, Colombia	male
HG01260	CLM	AMR	Colombian in Medellin, Colombia	female
HG01269	CLM	AMR	Colombian in Medellin, Colombia	female
HG01271	CLM	AMR	Colombian in Medellin, Colombia	male
HG01272	CLM	AMR	Colombian in Medellin, Colombia	female
HG01275	CLM	AMR	Colombian in Medellin, Colombia	female
HG01277	CLM	AMR	Colombian in Medellin, Colombia	male
HG01280	CLM	AMR	Colombian in Medellin, Colombia	male
HG01281	CLM	AMR	Colombian in Medellin, Colombia	female
HG01284	CLM	AMR	Colombian in Medellin, Colombia	female
HG01286	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01302	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01303	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01305	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01308	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01311	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01312	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01323	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01325	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01326	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01341	CLM	AMR	Colombian in Medellin, Colombia	male
HG01342	CLM	AMR	Colombian in Medellin, Colombia	female
HG01344	CLM	AMR	Colombian in Medellin, Colombia	male
HG01345	CLM	AMR	Colombian in Medellin, Colombia	female
HG01348	CLM	AMR	Colombian in Medellin, Colombia	female
HG01350	CLM	AMR	Colombian in Medellin, Colombia	male
HG01351	CLM	AMR	Colombian in Medellin, Colombia	female
HG01353	CLM	AMR	Colombian in Medellin, Colombia	male
HG01354	CLM	AMR	Colombian in Medellin, Colombia	female
HG01356	CLM	AMR	Colombian in Medellin, Colombia	male
HG01357	CLM	AMR	Colombian in Medellin, Colombia	female
HG01359	CLM	AMR	Colombian in Medellin, Colombia	male
HG01360	CLM	AMR	Colombian in Medellin, Colombia	female
HG01362	CLM	AMR	Colombian in Medellin, Colombia	male
HG01363	CLM	AMR	Colombian in Medellin, Colombia	female
HG01365	CLM	AMR	Colombian in Medellin, Colombia	male
HG01366	CLM	AMR	Colombian in Medellin, Colombia	female
HG01369	CLM	AMR	Colombian in Medellin, Colombia	female
HG01372	CLM	AMR	Colombian in Medellin, Colombia	female
HG01374	CLM	AMR	Colombian in Medellin, Colombia	male
HG01375	CLM	AMR	Colombian in Medellin, Colombia	female
HG01377	CLM	AMR	Colombian in Medellin, Colombia	male
HG01378	CLM	AMR	Colombian in Medellin, Colombia	female
HG01383	CLM	AMR	Colombian in Medellin, Colombia	male
HG01384	CLM	AMR	Colombian in Medellin, Colombia	female
HG01389	CLM	AMR	Colombian in Medellin, Colombia	male
HG01390	CLM	AMR	Colombian in Medellin, Colombia	female
HG01392	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01393	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01395	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01396	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01398	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01402	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01403	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01405	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01412	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01413	PUR	AMR	Puerto Rican in Puerto Rico	male
HG01414	PUR	AMR	Puerto Rican in Puerto Rico	female
HG01431	CLM	AMR	Colombian in Medellin, Colombia	male
HG01432	CLM	AMR	Colombian in Medellin, Colombia	female
HG01435	CLM	AMR	Colombian in Medellin, Colombia	female
HG01437	CLM	AMR	Colombian in Medellin, Colombia	male
HG01438	CLM	AMR	Colombian in Medellin, Colombia	female
HG01440	CLM	AMR	Colombian in Medellin, Colombia	male
HG01441	CLM	AMR	Colombian in Medellin, Colombia	female
HG01443	CLM	AMR	Colombian in Medellin, Colombia	male
HG01444	CLM	AMR	Colombian in Medellin, Colombia	female
HG01447	CLM	AMR	Colombian in Medellin, Colombia	female
HG01455	CLM	AMR	Colombian in Medellin, Colombia	male
HG01456	CLM	AMR	Colombian in Medellin, Colombia	female
HG01459	CLM	AMR	Colombian in Medellin, Colombia	female
HG01461	CLM	AMR	Colombian in Medellin, Colombia	male
HG01462	CLM	AMR	Colombian in Medellin, Colombia	female
HG01464	CLM	AMR	Colombian in Medellin, Colombia	male
HG01465	CLM	AMR	Colombian in Medellin, Colombia	female
HG01468	CLM	AMR	Colombian in Medellin, Colombia	female
HG01474	CLM	AMR	Colombian in Medellin, Colombia	female
HG01479	CLM	AMR	Colombian in Medellin, Colombia	male
HG01485	CLM	AMR	Colombian in Medellin, Colombia	male
HG01486	CLM	AMR	Colombian in Medellin, Colombia	female
HG01488	CLM	AMR	Colombian in Medellin, Colombia	male
HG01489	CLM	AMR	Colombian in Medellin, Colombia	female
HG01491	CLM	AMR	Colombian in Medellin, Colombia	male
HG01492	CLM	AMR	Colombian in Medellin, Colombia	female
HG01494	CLM	AMR	Colombian in Medellin, Colombia	male
HG01495	CLM	AMR	Colombian in Medellin, Colombia	female
HG01497	CLM	AMR	Colombian in Medellin, Colombia	male
HG01498	CLM	AMR	Colombian in Medellin, Colombia	female
HG01500	IBS	EUR	Iberian populations in Spain	male
HG01501	IBS	EUR	Iberian populations in Spain	female
HG01503	IBS	EUR	Iberian populations in Spain	male
HG01504	IBS	EUR	Iberian populations in Spain	female
HG01506	IBS	EUR	Iberian populations in Spain	male
HG01507	IBS	EUR	Iberian populations in Spain	female
HG01509	IBS	EUR	Iberian populations in Spain	male
HG01510	IBS	EUR	Iberian populations in Spain	female
HG01512	IBS	EUR	Iberian populations in Spain	male
HG01513	IBS	EUR	Iberian populations in Spain	female
HG01515	IBS	EUR	Iberian populations in Spain	male
HG01516	IBS	EUR	Iberian populations in Spain	female
HG01518	IBS	EUR	Iberian populations in Spain	male
HG01519	IBS	EUR	Iberian populations in Spain	female
HG01521	IBS	EUR	Iberian populations in Spain	male
HG01522	IBS	EUR	Iberian populations in Spain	female
HG01524	IBS	EUR	Iberian populations in Spain	male
HG01525	IBS	EUR	Iberian populations in Spain	female
HG01527	IBS	EUR	Iberian populations in Spain	male
HG01528	IBS	EUR	Iberian populations in Spain	female
HG01530	IBS	EUR	Iberian populations in Spain	male
HG01531	IBS	EUR	Iberian populations in Spain	female
HG01536	IBS	EUR	Iberian populations in Spain	male
HG01537	IBS	EUR	Iberian populations in Spain	female
HG01550	CLM	AMR	Colombian in Medellin, Colombia	male
HG01551	CLM	AMR	Colombian in Medellin, Colombia	female
HG01556	CLM	AMR	Colombian in Medellin, Colombia	male
HG01565	PEL	AMR	Peruvian in Lima, Peru	male
HG01566	PEL	AMR	Peruvian in Lima, Peru	female
HG01571	PEL	AMR	Peruvian in Lima, Peru	male
HG01572	PEL	AMR	Peruvian in Lima, Peru	female
HG01577	PEL	AMR	Peruvian in Lima, Peru	male
HG01578	PEL	AMR	Peruvian in Lima, Peru	female
HG01583	PJL	IND	Punjabi in Lahore,Pakistan	male
HG01586	PJL	IND	Punjabi in Lahore,Pakistan	male
HG01589	PJL	IND	Punjabi in Lahore,Pakistan	male
HG01593	PJL	IND	Punjabi in Lahore,Pakistan	female
HG01595	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01596	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	male
HG01597	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01598	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01599	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01600	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01602	IBS	EUR	Iberian populations in Spain	female
HG01603	IBS	EUR	Iberian populations in Spain	male
HG01605	IBS	EUR	Iberian populations in Spain	female
HG01606	IBS	EUR	Iberian populations in Spain	male
HG01607	IBS	EUR	Iberian populations in Spain	female
HG01608	IBS	EUR	Iberian populations in Spain	male
HG01610	IBS	EUR	Iberian populations in Spain	male
HG01612	IBS	EUR	Iberian populations in Spain	female
HG01613	IBS	EUR	Iberian populations in Spain	female
HG01615	IBS	EUR	Iberian populations in Spain	male
HG01617	IBS	EUR	Iberian populations in Spain	male
HG01618	IBS	EUR	Iberian populations in Spain	female
HG01619	IBS	EUR	Iberian populations in Spain	male
HG01620	IBS	EUR	Iberian populations in Spain	female
HG01623	IBS	EUR	Iberian populations in Spain	female
HG01624	IBS	EUR	Iberian populations in Spain	male
HG01625	IBS	EUR	Iberian populations in Spain	male
HG01626	IBS	EUR	Iberian populations in Spain	female
HG01628	IBS	EUR	Iberian populations in Spain	female
HG01630	IBS	EUR	Iberian populations in Spain	male
HG01631	IBS	EUR	Iberian populations in Spain	male
HG01632	IBS	EUR	Iberian populations in Spain	female
HG01668	IBS	EUR	Iberian populations in Spain	female
HG01669	IBS	EUR	Iberian populations in Spain	male
HG01670	IBS	EUR	Iberian populations in Spain	female
HG01672	IBS	EUR	Iberian populations in Spain	male
HG01673	IBS	EUR	Iberian populations in Spain	female
HG01675	IBS	EUR	Iberian populations in Spain	male
HG01676	IBS	EUR	Iberian populations in Spain	female
HG01678	IBS	EUR	Iberian populations in Spain	male
HG01679	IBS	EUR	Iberian populations in Spain	female
HG01680	IBS	EUR	Iberian populations in Spain	male
HG01682	IBS	EUR	Iberian populations in Spain	male
HG01684	IBS	EUR	Iberian populations in Spain	female
HG01685	IBS	EUR	Iberian populations in Spain	female
HG01686	IBS	EUR	Iberian populations in Spain	male
HG01694	IBS	EUR	Iberian populations in Spain	male
HG01695	IBS	EUR	Iberian populations in Spain	female
HG01697	IBS	EUR	Iberian populations in Spain	female
HG01699	IBS	EUR	Iberian populations in Spain	male
HG01700	IBS	EUR	Iberian populations in Spain	male
HG01702	IBS	EUR	Iberian populations in Spain	female
HG01704	IBS	EUR	Iberian populations in Spain	female
HG01705	IBS	EUR	Iberian populations in Spain	male
HG01707	IBS	EUR	Iberian populations in Spain	female
HG01708	IBS	EUR	Iberian populations in Spain	male
HG01709	IBS	EUR	Iberian populations in Spain	male
HG01710	IBS	EUR	Iberian populations in Spain	female
HG01746	IBS	EUR	Iberian populations in Spain	female
HG01747	IBS	EUR	Iberian populations in Spain	male
HG01756	IBS	EUR	Iberian populations in Spain	male
HG01757	IBS	EUR	Iberian populations in Spain	female
HG01761	IBS	EUR	Iberian populations in Spain	male
HG01762	IBS	EUR	Iberian populations in Spain	female
HG01765	IBS	EUR	Iberian populations in Spain	male
HG01766	IBS	EUR	Iberian populations in Spain	female
HG01767	IBS	EUR	Iberian populations in Spain	male
HG01768	IBS	EUR	Iberian populations in Spain	female
HG01770	IBS	EUR	Iberian populations in Spain	female
HG01771	IBS	EUR	Iberian populations in Spain	male
HG01773	IBS	EUR	Iberian populations in Spain	female
HG01775	IBS	EUR	Iberian populations in Spain	male
HG01776	IBS	EUR	Iberian populations in Spain	female
HG01777	IBS	EUR	Iberian populations in Spain	male
HG01779	IBS	EUR	Iberian populations in Spain	female
HG01781	IBS	EUR	Iberian populations in Spain	male
HG01783	IBS	EUR	Iberian populations in Spain	male
HG01784	IBS	EUR	Iberian populations in Spain	female
HG01785	IBS	EUR	Iberian populations in Spain	male
HG01786	IBS	EUR	Iberian populations in Spain	female
HG01794	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01795	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01796	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01797	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01798	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01799	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01800	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01801	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01802	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01804	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01805	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01806	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01807	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01808	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01809	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01810	CDX	ASN	Chinese Dai in Xishuangbanna, China	male
HG01811	CDX	ASN	Chinese Dai in Xishuangbanna, China	male
HG01812	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01813	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01815	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01816	CDX	ASN	Chinese Dai in Xishuangbanna, China	male
HG01817	CDX	ASN	Chinese Dai in Xishuangbanna, China	female
HG01840	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	male
HG01841	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01842	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	male
HG01843	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01844	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	male
HG01845	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01846	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	male
HG01847	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01848	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01849	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	male
HG01850	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01851	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01852	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	male
HG01853	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01855	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01857	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01858	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01859	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01860	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	male
HG01861	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	male
HG01862	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01863	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01864	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	male
HG01865	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	male
HG01866	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	male
HG01867	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	male
HG01868	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01869	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01870	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01871	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01872	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	male
HG01873	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	male
HG01874	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01878	KHV	ASN	Kinh in Ho Chi Minh City, Vietnam	female
HG01879	ACB	AMR	African Caribbean in Barbados	male
HG01880	ACB	AMR	African Caribbean in Barbados	female
HG01882	ACB	AMR	African Caribbean in Barbados	male
HG01883	ACB	AMR	African Caribbean in Barbados	female
HG01885	ACB	AMR	African Caribbean in Barbados	male
HG01886	ACB	AMR	African Caribbean in Barbados	female
HG01889	ACB	AMR	African Caribbean in Barbados	female
HG01890	ACB	AMR	African Caribbean in Barbados	male
HG01892	PEL	AMR	Peruvian in Lima, Peru	male
HG01893	PEL	AMR	Peruvian in Lima, Peru	female
HG01894	ACB	AMR	African Caribbean in Barbados	female
HG01896	ACB	AMR	African Caribbean in Barbados	female
HG01912	ACB	AMR	African Caribbean in Barbados	male
HG01914	ACB	AMR	African Caribbean in Barbados	male
HG01915	ACB	AMR	African Caribbean in Barbados	female
HG01917	PEL	AMR	Peruvian in Lima, Peru	male
HG01918	PEL	AMR	Peruvian in Lima, Peru	female
HG01920	PEL	AMR	Peruvian in Lima, Peru	male
HG01921	PEL	AMR	Peruvian in Lima, Peru	female
HG01923	PEL	AMR	Peruvian in Lima, Peru	male
HG01924	PEL	AMR	Peruvian in Lima, Peru	female
HG01926	PEL	AMR	Peruvian in Lima, Peru	male
HG01927	PEL	AMR	Peruvian in Lima, Peru	female
HG01932	PEL	AMR	Peruvian in Lima, Peru	male
HG01933	PEL	AMR	Peruvian in Lima, Peru	female
HG01935	PEL	AMR	Peruvian in Lima, Peru	male
HG01936	PEL	AMR	Peruvian in Lima, Peru	female
HG01938	PEL	AMR	Peruvian in Lima, Peru	male
HG01939	PEL	AMR	Peruvian in Lima, Peru	female
HG01941	PEL	AMR	Peruvian in Lima, Peru	male
HG01942	PEL	AMR	Peruvian in Lima, Peru	female
HG01944	PEL	AMR	Peruvian in Lima, Peru	male
HG01945	PEL	AMR	Peruvian in Lima, Peru	female
HG01947	PEL	AMR	Peruvian in Lima, Peru	male
HG01948	PEL	AMR	Peruvian in Lima, Peru	female
HG01950	PEL	AMR	Peruvian in Lima, Peru	male
