Trait	Diff	p.val	p.adj
Reticulocyte count	0.0196744866396582	1.79328314226275e-08	2.89256570846982e-05
Adverse response to chemotherapy in breast cancer alopecia	0.0195035460992908	0.312010486670081	1
Eosinophilic esophagitis pediatric	0.0193768996960486	0.181545597568265	1
Myocardial infarction	0.0193196783556767	0.00238089079936505	1
Coronary artery disease myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease	0.0191636677373146	8.53957112875989e-05	0.107000826243361
Life satisfaction	0.0191359500043589	0.0418482877090489	1
Mean arterial pressure alcohol consumption interaction	0.018944191151638	0.179678878738703	1
Highest math class taken MTAG	0.0189003234841351	2.77440530249528e-29	5.32685818079095e-26
Lip morphology	0.0188829787234042	0.341779592513305	1
Reticulocyte fraction of red cells	0.0188141774201104	3.42491873929855e-08	5.44904571422399e-05
Plasma omega-6 polyunsaturated fatty acid levels arachidonic acid	0.0186881381030317	0.136445437642794	1
Glomerular filtration rate	0.0186674362871171	0.0769065498665775	1
HIV-associated neurocognitive disorder mild neurocognitive disorder	0.0186170212765958	0.325429246642464	1
Response to platinum-based neoadjuvant chemotherapy in cervical cancer	0.0186170212765958	0.458496119728129	1
Uncontrolled blood pressure in combination therapy beta blocker and thiazide diuretic	0.0186170212765958	0.570509540473045	1
Prostate cancer survival	0.0186170212765957	0.313476174552649	1
Educational attainment MTAG	0.0186113212390187	1.08819718329545e-28	2.08825039474397e-25
Eosinophil percentage of granulocytes	0.0185811326863636	3.21179556308938e-06	0.00455432610846075
Alzheimer's disease late onset	0.0185373255809151	0.000257336383328793	0.304686277861291
Daytime sleep phenotypes	0.0185021712448775	0.000272852877099597	0.322239247854624
IgE grass sensitization	0.0184903748733535	0.217883819817591	1
Emphysema imaging phenotypes	0.0184052527880124	0.00777633787625731	1
Hemoglobin concentration	0.0183388521758556	4.4606516319202e-05	0.0581668972802394
Neuritic plaque	0.0178972475515028	0.10541855852316	1
Facial morphology factor 10, width of nasal floor	0.0177621580547112	0.0424431553920503	1
Liver enzyme levels aspartate transaminase	0.0177304964539007	0.00113170357950901	1
Schizophrenia, bipolar disorder and depression combined	0.0177304964539007	0.322502854110854	1
Nevirapine-induced rash	0.0177304964539007	0.259694455434892	1
Feeling tense	0.0176923076923077	0.0487597519046772	1
Urinary metabolites	0.0176603538305666	0.227881339864565	1
Cephalic index	0.0175502688800561	0.0687466784513514	1
Regular attendance at a gym or sports club	0.0171732522796352	0.267232383112924	1
Serum uric acid levels	0.0171179883945841	0.101673889249666	1
Breast milk fatty acid composition infant genotype effect	0.0170212765957446	0.155113474700346	1
Free thyroxine concentration	0.0169921603393131	0.0772914899559446	1
Coenzyme Q10 levels	0.0169331112150261	0.0677663635393836	1
Post bronchodilator FEV1	0.0168903865400979	1.58937378279679e-15	2.94352024573965e-12
Binge eating behaviour and bipolar disorder	0.0168439716312057	0.348182877093165	1
Cognitive performance MTAG	0.01680525453936	1.98486428494588e-17	3.72559026284342e-14
Heart rate response to recovery post exercise	0.0167765445110482	0.0711275827532561	1
Suicide behavior	0.0167553191489362	0.396692132329327	1
Obesity	0.0167471567376604	0.0558671664988644	1
Physical activity overall physical activity time	0.0166666666666666	0.371043908090305	1
Immature fraction of reticulocytes	0.0166491219473017	0.0001289402455463	0.158209681285311
Mean platelet volume	0.0166204523337888	1.66114053639172e-10	2.85051716044819e-07
Cognitive performance	0.0165773806999802	2.04325752399797e-06	0.00294842060712907
Childhood body mass index	0.016512547735952	0.116176248348727	1
Smoking behaviour maximum cigarettes in a 24 hour period	0.0163627152988856	0.204550759701544	1
Dysmenorrheic pain severity	0.0163120567375886	0.460783517990664	1
Clopidogrel active metabolite levels	0.0162905652267354	0.0898051176780338	1
Monocyte count	0.016290197707253	6.47182658234905e-08	0.000101931268671998
Metabolite levels Dihydroxy docosatrienoic acid	0.0160470599213931	0.0595961301155583	1
Prothrombin time	0.0159574468085107	0.534114760740884	1
Parkinson's disease familial, age at onset	0.0159574468085106	0.074490458416088	1
Strep throat	0.0159574468085106	0.448225653341698	1
LDL oxidized	0.0159574468085106	0.686817409501928	1
Methotrexate clearance acute lymphoblastic leukemia	0.0159574468085106	0.700833045139852	1
Neurociticism	0.0157323972852164	2.91747563020275e-05	0.0385106783186763
High-grade serous ovarian cancer	0.0157111659520098	0.0834169750947936	1
C-reactive protein levels or LDL-cholesterol levels pleiotropy	0.0155933220619342	0.0985135499821105	1
Gait speed in old age	0.0155141843971631	0.407751361077786	1
Primary biliary cholangitis	0.0153460473303342	0.0144555358730862	1
Immune reponse to smallpox secreted IFN-alpha	0.0152686852154937	3.3737626926917e-05	0.0443312417819689
Telomere length	0.0151604032878611	0.0149243893120039	1
Adiposity	0.0151595744680851	0.45789238050995	1
Interleukin-9 levels	0.0151595744680851	0.0670957504142967	1
Left atrial antero-posterior diameter	0.0151206063440106	0.109053819904834	1
Glycated hemoglobin levels	0.0148125110358667	0.0225366959711194	1
Response to antineoplastic agents	0.0145390070921986	0.423098140804069	1
Stem cell growth factor beta levels	0.0143381666776453	0.0986158550779501	1
Hepcidin-over-ferritin ratio	0.0142679034099642	0.0778094954316472	1
Immune response to smallpox vaccine IL-6	0.0141843971631206	0.00720500973783388	1
Phytosterol levels	0.0141843971631205	0.362964647703734	1
Sleep time	0.0141843971631205	0.50112958383081	1
Metabolic syndrome	0.0141324054817896	0.064652462525727	1
Response to haloperidol in schizophrenia	0.0140957446808511	0.442414153393251	1
Refractive error	0.0139992053891221	0.169312055014511	1
Neuroticism	0.0138257499066107	8.11732029723958e-10	1.36046288181735e-06
Corneal curvature	0.0137537993920973	0.176662832158587	1
Freckles	0.013677811550152	0.31010847043377	1
Electrocardiographic traits	0.0134616369877552	0.131166029071892	1
Tumor necrosis factor beta levels	0.0134245187436677	0.354337944930107	1
PCA3 expression level	0.0132978723404256	0.585483136207652	1
Language impairment in frontotemporal lobe dementia	0.0132978723404255	0.70081708383007	1
TRAIL levels	0.0132767278974494	0.0314039084269462	1
Depression quantitative trait	0.0132710079518591	0.279175762314038	1
Familial lung cancer	0.0130699088145896	0.291537284632789	1
Total hippocampal volume	0.0130445795339412	0.360566201192814	1
Illicit drug use	0.0130023640661938	0.212077746356971	1
Sum neutrophil eosinophil counts	0.0129226385896233	0.000946463111894327	1
Pulse pressure	0.0128600605892985	2.550594656746e-05	0.0338463910950195
Phosphorus levels	0.0127659574468085	0.393456479776116	1
Cerebrospinal fluid biomarker levels	0.0127279635258359	0.310881871852554	1
Gestational age at birth child effect	0.01250805931657	0.0718625982909109	1
Myopia age of diagnosis	0.0124780554195171	0.0145853872972523	1
Periodontitis Mean PAL	0.0124594476648442	0.15497102268739	1
Pre bronchodilator FEV1-over-FVC ratio in never-smokers	0.0124113475177305	0.615284003209364	1
Verbal memory performance immediate recall change	0.0124113475177305	0.200516622079821	1
NT-proBNP levels in acute coronary syndrome	0.0124113475177305	0.539857871005807	1
Cognitive empathy	0.0122553494395877	0.0184781149457801	1
Self-reported math ability MTAG	0.0122351438595609	6.27130394150318e-12	1.11064792804021e-08
Methadone dose in opioid dependence	0.0121704160439576	0.0813411213250836	1
Granulocyte count	0.0121670015158107	0.00299249063515014	1
Liver enzyme levels gamma-glutamyl transferase	0.0119943856852908	0.2481531248734	1
Nicotine dependence	0.0119541994322511	0.0516525471565461	1
General cognitive ability	0.0118331345438449	3.1271218321541e-07	0.0004768860794035
Vitamin D levels	0.0117162561179753	0.164448300086589	1
Heavy vaginal discharge	0.0115248226950355	0.603099966821415	1
Accelerometer-based physical activity measurement average acceleration	0.0115248226950354	0.567422815901004	1
Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia combined	0.0114175669244189	0.0714433440161987	1
Energy expenditure 24h	0.0112715298885511	0.466040411940096	1
Lymphocyte counts	0.0111851401129273	0.0030777731132897	1
Trans fatty acid levels	0.0110288678401156	0.012171841435011	1
Male-pattern baldness	0.0110128930030737	0.000226120094629898	0.270213513082728
Motion sickness	0.0109593993194083	0.140859345158042	1
Response to efavirenz-containing treatment in HIV 1 infection virologic failure	0.0109249530624217	0.164953122876199	1
Macrophage colony stimulating factor levels	0.0109232522796351	0.361928467624803	1
Resistance to Mycobacterium tuberculosis in HIV-positive individuals measured by a negative tuberculin skin test continuous	0.0106382978723404	0.66293939509558	1
Cytokine and corticosteroid-stimulated IL-6 production	0.0106382978723404	0.559897225992126	1
Cytokine-stimulated IL-6 production	0.0106382978723404	0.559897225992126	1
Natriuretic peptide levels	0.0106382978723404	0.607678968516079	1
GLP-1 levels in response to oral glucose tolerance test 120 minutes	0.0106382978723404	0.315001994378359	1
Type 1 diabetes in high risk HLA genotype individuals time to event	0.0106382978723404	0.150352000808304	1
Conscientiousness	0.0106382978723404	0.739493288063331	1
Glaucoma	0.0104068604352903	0.209302523499497	1
Conduct disorder maternal expressed emotions interaction	0.0103221246838268	0.2564531955601	1
Thionamide-induced agranulocytosis in Graves' disease	0.0102836879432624	0.496716791918517	1
Breast cancer estrogen-receptor negative, progesterone-receptor negative, and human epidermal growth factor-receptor negative	0.0101063829787234	0.396314211209472	1
Cerebrospinal P-tau181p levels	0.00996568533224412	0.209692654076531	1
C-reactive protein levels or triglyceride levels pleiotropy	0.0098386872479489	0.341507958720941	1
Immune reponse to smallpox secreted IL-10	0.0097517730496454	0.560421376329983	1
Cerebrospinal fluid t-tau levels	0.00975177304964539	0.654471493101111	1
Fear of medical pain dental	0.00975177304964535	0.579307197137507	1
Eotaxin levels	0.0096156176584965	0.08471032719014	1
Microalbuminuria	0.00950733663499614	0.362776324279813	1
Feeling fed-up	0.00948467752991444	0.157583829492865	1
Small cell lung carcinoma	0.00945822524684686	0.148980070459841	1
Adverse response to chemotherapy neutropenia-over-leucopenia paclitaxel + carboplatin	0.00939716312056738	0.323174228831982	1
Cannabis dependence symptom count	0.00935457516339877	0.12177338141635	1
Depression broad	0.0092244859483831	0.0403673262638187	1
Intelligence MTAG	0.00918788633487072	2.4578897929574e-05	0.0326653553484038
Basophil percentage of granulocytes	0.00904105755478979	0.130314566355204	1
Triglycerides	0.0089242605934704	0.00698671920613348	1
QT interval	0.00888300275596754	0.0152019028572781	1
Headache	0.00886970337710385	0.31271439070894	1
Antipsychotic drug-induced QTc interval change in schizophrenia	0.00883102128955271	0.256351297433728	1
Tetralogy of Fallot	0.0085106382978723	0.637566166475712	1
Longevity	0.00849797365754801	0.46422311636391	1
Fasting blood insulin BMI interaction	0.00843753888266763	0.335170766427392	1
Bone mineral density	0.00801694601761033	0.1453905933759	1
Response to haloperidol in psychosis	0.00797872340425532	0.70745886318348	1
Granulocyte-colony stimulating factor levels	0.00794782935740379	0.509301372195887	1
Vitiligo	0.00791285411507642	0.270148081816032	1
Post bronchodilator FEV1-over-FVC ratio in COPD	0.00773137389242456	0.0576516204340857	1
Body mass index	0.00770464778771329	0.00152007695856027	1
Mitral valve prolapse	0.00756712259371833	0.625962153186783	1
Hepatitis C induced liver cirrhosis	0.0074468085106383	0.310644714882713	1
Macrophage inflammatory protein 1b levels	0.00740480864032622	0.138225685909813	1
Systemic sclerosis	0.0073359929078014	0.513479249911835	1
Parental longevity father's attained age	0.00729946029148154	0.497404949760539	1
Reasoning	0.0070921985815603	0.384730237695485	1
Coagulation factor levels	0.00709219858156029	0.240161451550647	1
Verbal memory performance immediate recall level	0.00709219858156028	0.611626167625077	1
Waist circumference adjusted for BMI in active individuals	0.00689358836878767	0.446475452267527	1
Height	0.00664027034572612	0.00106216251629591	1
Renal sinus fat	0.00650962512664643	0.703062614585634	1
Squamous cell carcinoma	0.00636398176291786	0.641780165257547	1
Warfarin maintenance dose	0.00627581638219932	0.591572623873845	1
P wave terminal force	0.00620567375886527	0.798989023356031	1
Response to iloperidone treatment QT prolongation	0.00620567375886522	0.73828731078142	1
Pulmonary function	0.00619852257045717	0.356095681282953	1
Disc degeneration lumbar	0.00601708968730247	0.681688735388366	1
Neurocognitive impairment in HIV-1 infection dichotomous	0.00599459642012834	0.730059016736872	1
Psoriasis vulgaris	0.00595384428888113	0.460754268283453	1
Periodontitis	0.00595335515548279	0.602572073292776	1
Feeling miserable	0.00588876697362761	0.348280773312034	1
Iron status biomarkers transferrin saturation	0.00587604022572075	0.43328416362641	1
Ulcerative colitis	0.00584495913750588	0.0692534262226563	1
Fasting blood insulin	0.0058403180743607	0.665837339862883	1
Heart rate variability traits SDNN	0.00576241134751765	0.728272127441189	1
Vigorous physical activity	0.00576241134751765	0.782875815296017	1
Atrial fibrillation	0.00558506504246709	0.209480316124858	1
Metabolite levels Pyroglutamine	0.00556993709289344	0.504915939093636	1
Glioma	0.00552567999376513	0.574522488548251	1
High light scatter reticulocyte percentage of red cells	0.00549905411837803	0.134624394356538	1
Advanced age-related macular degeneration	0.00531914893617025	0.879835644532354	1
Caudate volume in trauma-exposed individuals	0.00531914893617025	0.914978632915094	1
Myasthenia gravis	0.00531914893617025	0.712877216161236	1
Plasma homocysteine levels	0.00531914893617025	0.917994666463265	1
Fasting blood glucose adjusted for BMI	0.00531914893617022	0.841023157186369	1
Hippocampal volume in mild cognitive impairment	0.00531914893617022	0.82078011412367	1
Mortality	0.00531914893617022	0.858348935398687	1
Sarcoidosis Lofgren's syndrome	0.00531914893617021	0.563075230664933	1
Cutaneous lupus erythematosus	0.00531914893617021	0.651798215532565	1
Nontyphoidal Salmonella bacteraemia	0.00531914893617021	0.850793723083102	1
Facial emotion recognition angry faces	0.00531914893617019	0.691345853950522	1
Venlafaxine response in generalised anxiety disorder remitters vs non-remitters after 24 weeks	0.00531914893617018	0.772439870889026	1
Urate levels in overweight individuals	0.00523502707591517	0.586080176823593	1
IgG glycosylation	0.00523453190488954	0.068656760171682	1
Metabolite levels small molecules and protein measures	0.00521829023825227	0.593513082757354	1
Alzheimer disease and age of onset	0.0051590903887806	0.122315669767811	1
Mosquito bite size	0.00511595546685717	0.217612610637761	1
Systolic blood pressure	0.00504886477655553	0.0396878498817608	1
Pursuit maintenance gain	0.00498826206458131	0.308008568855867	1
Hemostatic factors and hematological phenotypes	0.00496453900709221	0.728193505469855	1
Facial morphology factor 1, breadth of lateral portion of upper face	0.00488685108522399	0.597873211618068	1
Reading and spelling	0.00487588652482263	0.800050122664513	1
Major depressive disorder	0.00483400910008841	0.163829976694026	1
Response to bronchodilator in chronic obstructive pulmonary disease change in FEV1	0.00483246132529203	0.543849792069047	1
Inflammatory bowel disease	0.00473458475101296	0.109798745948855	1
Menstruation quality of life impact dysmenorrhea	0.00471124620060792	0.779329178062922	1
Common carotid intima-media thickness in HIV negative individuals	0.00447023425746829	0.636954055360216	1
Plasma kynurenine to tryptophan ratio in major depressive disorder	0.00443262411347521	0.765986338307594	1
Coronary artery disease	0.00435996175736281	0.0343217339124247	1
Monokine induced by gamma interferon levels	0.00435980243161094	0.668522788575763	1
Diastolic blood pressure	0.00423872007487996	0.059797209373609	1
High light scatter reticulocyte count	0.00413785361215641	0.224567285112142	1
Response to radiotherapy in prostate cancer toxicity, urinary frequency	0.00404002026342457	0.785302359245929	1
Venous thromboembolism adjusted for sickle cell variant rs77121243-T	0.00402905980684516	0.288490824786668	1
Osteoarthritis of the hip hospital diagnosed	0.00398936170212766	0.857430349104551	1
White blood cell types	0.0038303087192324	0.71970522089039	1
Intelligence	0.00370957145157913	0.0704951400697552	1
Urinary metabolites H-NMR features	0.00368248772504087	0.749787266904594	1
Late-onset Alzheimer's disease	0.00342182935883661	0.243447974805651	1
Barrett's esophagus  or Esophageal adenocarcinoma	0.00324636946977364	0.801248660991758	1
Breast size	0.00324139392289874	0.711196454744992	1
Attention deficit hyperactivity disorder combined symptoms	0.00322730716026609	0.704710021012687	1
Lewy body disease	0.00318726781492734	0.829734358764988	1
Erythema nodosum in inflammatory bowel disease	0.00310283687943264	0.86271507637621	1
Coffee consumption cups per day	0.00303951367781163	0.829934963542303	1
Restless legs syndrome	0.00296431002412156	0.805683452055004	1
LDL cholesterol	0.00285137747653608	0.391770115943613	1
Major depression and alcohol dependence	0.00283200275478923	0.640309692624046	1
Night sleep phenotypes	0.00271976248669065	0.377954137148801	1
Low density lipoprotein cholesterol	0.00265957446808511	0.881265704073625	1
Lung function FEV1-over-FVC in asthma dust mite allergen exposure interaction	0.0026595744680851	0.839923197415513	1
Helicobacter pylori serologic status	0.0026595744680851	0.925520555404393	1
Prostate cancer	0.00263198177599006	0.534430844221955	1
Birth weight	0.002548426863199	0.63984122453366	1
Facial morphology factor 14, intercanthal width	0.00240115971498947	0.831499795555757	1
Facial morphology	0.00239361702127661	0.896602126011266	1
Glomerular filtration rate change in heart transplantation	0.0023936170212765	0.876022516602974	1
Post bronchodilator FEV1-over-FVC ratio	0.00236125133069864	0.314365399462075	1
Hyperthyroidism	0.00203900709219862	0.912874943234907	1
Blood protein levels	0.0019874324028098	0.0619868105847232	1
Low high density lipoprotein cholesterol levels	0.00196301925025333	0.884210779547278	1
Sporadic pituitary adenoma	0.00177304964539008	0.775200424690091	1
Strenuous sports or other exercises	0.00177304964539005	0.938365447819006	1
Energy expenditure	0.00177304964538999	0.930239243326129	1
Nonalcoholic steatohepatitis-derived hepatocellular carcinoma	0.00177304964538993	0.951625063162103	1
Nicotine dependence and major depression severity of comorbidity	0.00176376617106222	0.673037604345331	1
Metabolite levels lipoprotein measures	0.00169917257683216	0.84167681606417	1
Ischemic stroke cardioembolic	0.00164640324214788	0.923752383905431	1
Carotid atherosclerosis in HIV infection	0.0015450861195542	0.906431446587917	1
Peripheral artery disease	0.00153031070584259	0.905374083625555	1
Spherical equivalent or myopia age of diagnosis	0.00134952073529915	0.757765990173034	1
Fibrinogen	0.00128318785233672	0.883405000985862	1
Palmitoleic acid 16:1n-7 levels	0.00116303613644042	0.921585362549993	1
Diastolic blood pressure x smoking status current vs non-current interaction 1df test	0.00111448834853084	0.905912182135143	1
Response to paliperidone in schizophrenia positive Marder score	0.00104962652615903	0.901890515604027	1
Sum eosinophil basophil counts	0.000838807727027713	0.812554634378756	1
Remission after SSRI treatment in MDD or openness	0.000797872340425526	0.965112403002025	1
Facial morphology factor 19	0.000552989198952886	0.947225887499291	1
Uterine fibroid number single vs multiple	0.000531914893617036	0.976715057399852	1
Caffeine consumption	0.0004960317460318	0.972980554672645	1
Diastolic blood pressure x alcohol consumption interaction 2df test	0.000460443372824637	0.942155419359815	1
Myeloid white cell count	0.000412833310863059	0.911960579765529	1
Urinary albumin excretion	0.000389155045870671	0.961600630620615	1
Uterine fibroid size maximum volume	0.000354609929077987	0.981744224772778	1
Pre-treatment pain in head and neck squamous cell carcinoma	8.86524822695037e-05	0.99100156505672	1
Adverse response to chemotherapy neutropenia-over-leucopenia 5-fluorouracil	0	1	1
Adverse response to chemotherapy neutropenia-over-leucopenia doxorubicin	0	NA	NA
Age-related cataracts	0	NA	NA
Age-related macular degeneration extreme sampling	0	NA	NA
Apolipoprotein Levels	0	1	1
Blue vs. brown eyes	0	NA	NA
C-reactive protein levels in ischemic stroke	0	NA	NA
Cerebrospinal fluid beta-site APP cleaving enzyme levels	0	NA	NA
Cholangiocarcinoma in primary sclerosing cholangitis time to event	0	NA	NA
Cholangiocarcinoma in primary sclerosing cholangitis	0	NA	NA
Cholelithiasis-related traits in sickle cell anemia	0	NA	NA
Chronic hepatitis C infection	0	1	1
Cleft plate environmental tobacco smoke interaction	0	NA	NA
Congenital heart disease	0	NA	NA
Creatine kinase in statin users	0	NA	NA
Crohn's disease and sarcoidosis combined	0	NA	NA
Delta-6 desaturase activity response to n3-polyunsaturated fat supplement	0	NA	NA
Developmental language disorder syntactic complexity	0	NA	NA
Epstein-Barr virus immune response EBNA-1	0	NA	NA
Esophageal adenocarcinoma x gastroesophageal reflux disease interaction	0	NA	NA
Esophageal squamous cell cancer length of survival	0	NA	NA
Executive function in ADHD	0	NA	NA
Exhaled nitric oxide levels	0	NA	NA
Fentanyl consumption in laparoscopic-assisted colectomy first 24 hours	0	NA	NA
Gastric parietal cell autoantibody levels in type 1 diabetes	0	NA	NA
Glycemic traits	0	NA	NA
Hepatitis B vaccine response	0	NA	NA
Insulinoma-associated antigen 2 autoantibody levels in type 1 diabetes	0	NA	NA
Limited cutaneous systemic scleroderma	0	NA	NA
Liver injury in combined anti-retroviral and anti-tuberculosis drug-treated HIV with tuberculosis	0	NA	NA
Lung Cancer DNA repair capacity	0	NA	NA
Lung function FEV1 in asthma dust mite allergen exposure interaction	0	NA	NA
Mitochondrial DNA levels	0	NA	NA
Monocyte-lymphocyte ratio	0	NA	NA
Morphine dose requirement in tonsillectomy and adenoidectomy surgery	0	NA	NA
Orofacial clefts maternal alcohol consumption interaction	0	NA	NA
Otitis media chronic-over-recurrent	0	NA	NA
Otitis media chronic	0	NA	NA
Otitis media recurrent	0	NA	NA
Otitis media	0	NA	NA
Ratio of the area under the curve for insulin and the area under the curve for glucose	0	NA	NA
Recombination measurement females	0	NA	NA
Recombination measurement males	0	NA	NA
Recombination rate females	0	NA	NA
Recombination rate males	0	NA	NA
Response to antidepressant treatment citalopram	0	NA	NA
Response to SSRI in MDD or conscientiouness	0	NA	NA
Sarcoidosis non-Lofgren's syndrome without extrapulmonary manifestations	0	NA	NA
Sarcoidosis non-Lofgren's syndrome	0	NA	NA
Spine bone size	0	NA	NA
Stroke pediatric	0	NA	NA
Survival in endocrine treated breast cancer estrogen-receptor positive	0	NA	NA
Type 1 diabetes autoantibodies in high risk HLA genotype individuals time to event	0	1	1
Type 2 diabetes young onset and obesity	0	NA	NA
Facial morphology factor 8, orbital inclination due to vertical and horizontal position of exocanthion	-0.000361370308178732	0.971303402277516	1
Primary sclerosing cholangitis	-0.000367628825075683	0.970766848583174	1
Testicular germ cell cancer	-0.000443262411347511	0.977828104124614	1
Growth-regulated protein alpha levels	-0.000465669082690356	0.961389226099513	1
Moyamoya disease	-0.000586301181495608	0.928526921413167	1
Interleukin-10 levels	-0.000604418097240766	0.940749113466666	1
Takayasu arteritis	-0.000626855085710087	0.926367286728069	1
Hematological and biochemical traits	-0.000869141983034338	0.928485727555414	1
Aggressiveness in attention deficit hyperactivity disorder	-0.000873922263941118	0.907149785070006	1
Immune reponse to smallpox secreted TNF-alpha	-0.000886524822695035	0.701942807559685	1
Very long-chain saturated fatty acid levels fatty acid 24:0	-0.000886524822695134	0.970381292397724	1
Facial morphology factor 2, vertical position of orbits relative to midface	-0.00105308403180739	0.905510710447885	1
Serum alkaline phosphatase levels	-0.00132978723404255	0.915840180922777	1
Hippocampal volume	-0.00135724689278471	0.861947146618309	1
Experiencing mood swings	-0.00140421487392695	0.776150918401171	1
Breast cancer in childhood cancer survivors treated with less than 10 gray radiotherapy	-0.00177304964539	0.923179519901207	1
C-peptide levels in type I diabetes	-0.00177304964539007	0.947860819636747	1
Lung cancer	-0.00182277460941338	0.661255657495679	1
Triglyceride levels	-0.00202810193018071	0.706404840484327	1
Asymmetrical dimethylarginine levels	-0.00204706640876856	0.843898918098084	1
Feeling hurt	-0.00205746815056967	0.746315776876085	1
Initial pursuit acceleration	-0.00214948973717932	0.770714986427841	1
Mucinous adenocarcinoma in colorectal cancer	-0.00215396305821836	0.878181084241211	1
Sarcoidosis Lofgren's syndrome vs non-Lofgren's syndrome	-0.00239361702127659	0.595793523206007	1
Body mass index x age interaction	-0.00239361702127661	0.906197856128964	1
Allergic sensitization	-0.00241708385481854	0.824633836416766	1
Systolic blood pressure x smoking status current vs non-current interaction 1df test	-0.00248226950354608	0.670449403823642	1
Response to paliperidone in schizophrenia negative Marder score	-0.00251337563767562	0.594718411008899	1
Depression in smokers	-0.0025546494802382	0.572184125077116	1
Bronchopulmonary dysplasia	-0.0025581364498021	0.661164718816867	1
Carotenoid levels alpha-carotene	-0.00265957446808511	0.887011804870087	1
Uveal melanoma	-0.00265957446808512	0.93872869017273	1
HDL cholesterol	-0.00289006471204989	0.359561341285341	1
Feeling guilty	-0.00307161578785076	0.686275338573118	1
Peripheral arterial disease traffic-related air pollution interaction	-0.00308627387294808	0.595697265908862	1
Ischemic stroke large artery atherosclerosis	-0.00310283687943264	0.877158643090135	1
Crohn's disease	-0.00310639569991628	0.316318857933743	1
White blood cell count basophil	-0.00341208456820896	0.513429912208363	1
Diabetic retinopathy	-0.00343435511451234	0.673219790578112	1
Obstetric antiphospholipid syndrome	-0.00351386202450032	0.777422481453633	1
Cerebrospinal fluid AB1-42 levels	-0.00354148382709901	0.584408601316059	1
Temporomandibular joint disorder	-0.00354609929078015	0.856198873886158	1
Cerebral amyloid deposition PET imaging	-0.00359812696943254	0.825199277070041	1
Body mass index joint analysis main effects and smoking interaction	-0.00363053918446443	0.662554801122029	1
Blood metabolite levels	-0.00363965065812327	0.4514191826408	1
Digestive system disease Barrett's esophagus and esophageal adenocarcinoma combined	-0.00367274569402232	0.509309681429451	1
Gestational age at birth maternal effect	-0.00370191274446591	0.778471974428218	1
Dupuytren's disease	-0.00380901474064804	0.71922419043559	1
Facial depth	-0.00398936170212766	0.856771849598062	1
Renal overload gout	-0.00398936170212766	0.831107948781254	1
Stem cell factor levels	-0.00404613039691437	0.611749358847232	1
Retinopathy in non-diabetics	-0.00431653157716982	0.695057970270493	1
Parental longevity mother's age at death	-0.00443262411347511	0.84109403666266	1
Marginal zone lymphoma	-0.00443262411347518	0.709165132462942	1
Interleukin-12p70 levels	-0.00461496489942376	0.584589613035872	1
Mucinous ovarian carcinoma	-0.0047619047619048	0.795651980394669	1
Iris color L* coordinate	-0.00481141199226309	0.71068320517294	1
Kidney function decline traits	-0.00487588652482274	0.84683344398148	1
Idiopathic dilated cardiomyopathy	-0.00511659745490045	0.362499901773737	1
Facial morphology factor 20	-0.00527139865766274	0.535937037628536	1
Aspirin hydrolysis plasma	-0.00531914893617019	0.884683477733821	1
Ventricular ectopy	-0.00531914893617019	0.831742185350187	1
Ribavirin-induced anemia	-0.00531914893617021	0.757547424452458	1
IgA levels	-0.00531914893617025	0.800553724887427	1
Tandem gait	-0.00531914893617025	0.775793360652621	1
Thyroid cancer	-0.0055134021693784	0.711088590522251	1
Vaginal discharge itching	-0.00558510638297871	0.75449214443331	1
Mean arterial pressure long-term average	-0.0057624113475177	0.734874165095721	1
Worry	-0.00582967374679999	0.223128104819568	1
Colorectal cancer	-0.00588332460997176	0.441134090132014	1
Plasma kynurenine levels in major depressive disorder	-0.0059397163120567	0.704666005763423	1
Interleukin-1-receptor antagonist levels	-0.00603508489146787	0.605759424866139	1
antipsychotic drug dosage in schizophrenia or schizoaffective disorder	-0.00604447079316986	0.42396895495026	1
Attention deficit hyperactivity disorder hyperactivity-impulsivity symptoms	-0.00617879356255124	0.26194838148484	1
Social autistic-like traits	-0.00620567375886527	0.708724698360994	1
Tonsillectomy	-0.00628539091189412	0.462631415866426	1
Subjective well-being	-0.00633813052975685	0.157315049406284	1
Hypospadias	-0.00634386733416764	0.565683919798582	1
Major depressive disorder probable	-0.00677558257345495	0.628518334266943	1
Coronary artery calcification	-0.0069295901927996	0.22527538050395	1
Alopecia areata	-0.00695533699776735	0.392031711799979	1
Essential tremor	-0.00696254100509414	0.633746754663965	1
Hearing function	-0.00709219858156018	0.721324281015822	1
Menstruation quality of life impact increased appetite	-0.00709219858156029	0.802113389283294	1
Male fertility	-0.00709219858156031	0.598757776962333	1
Nose morphology	-0.00713628127191956	0.471604263486278	1
Osteoarthritis self-reported	-0.00728927464710616	0.380453968172792	1
Erythrocyte cadmium concentration in never smokers	-0.00732016210739614	0.601749217113661	1
Left ventricle wall thickness	-0.00736963785140782	0.355474193693104	1
Metabolic syndrome bivariate traits	-0.00740881458966566	0.481843403728345	1
Adverse response to chemotherapy neutropenia-over-leucopenia all topoisomerase inhibitors	-0.00744680851063829	0.446374368074859	1
Resting heart rate	-0.0076391828638796	0.124034908782279	1
